# status	workspace root	tracked files	path+blob sha256	Go surface
# ported: runtime behavior and applicable wiring exist; partial: named behavior or applicable wiring remains incomplete.
ported	packages/session/session-title-llm	8	130494fa79188044a5a21411a5f6fa83f5baa3c47c59e8628294759b0b7a978d	internal/harness/session_log.go,internal/harness/session_persistence.go,internal/harness/projections.go,internal/harness/session_title.go,internal/harness/telemetry.go
ported	packages/settings/settings	14	c124e2c0879ae09dadf02f7005a7d069deacbfedc108e1d438c60cf304eb51f0	internal/harness/settings.go
ported	packages/settings/settings-file	12	35e6e5d1acb2e4a8c8c0aab49f0f6202bf9aef5924eb676b6798c2344ef3e854	internal/harness/settings.go
ported	packages/shell/bash-local	9	5f5c67300d91192c879ede8a1e5b771f17725778a91a2883d4825b839f2073db	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/bash-sandbox	13	97d7a5229e09697ea89699ace53de6f93a3ff465294bec8b1821f08792cbb902	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/pwsh-local	10	5bd12c03c23a5975253389c41c416d2ffe9d408cb90d981e81515345f8811238	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/pwsh-sandbox	10	31246694fec2935303f98b86a5ee53e66eb3c0016b92273d36e07f9c39ee1924	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/shell	11	16611b0bfcde1f76b735c3d8020d8c767ba5ef93e5e859b70f25c6da993cc9e1	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/shell-env	8	bffbad70fd522752869d87867003fbb0817dff1303246519a71f4d21f9ba54ba	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/tool-bash	11	da83bd8289c6fa3becd60b3d34475a4449f2df42f7e4777c3ecf709c987e4c9d	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/tool-bash-persistent	9	2f0cc9cf8ef7571a6ffe5c02c37c5682d217b1579b5cc47a55a45777d99cf44b	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/tool-pwsh	14	b99ddbbc6a9a715007b570341127019835995928f36f1823e8549c7b38254dce	internal/harness/tools.go,internal/harness/persistent_shell.go,internal/harness/subprocess_env.go
ported	packages/shell/tool-pwsh-persistent	9	520a83245b1d3015feb177a8d0104354b1208c9f8de350e87453eb6ea6388589	internal/harness/persistent_shell.go,internal/harness/process_windows.go,internal/harness/tools.go,internal/harness/prompt.go,cmd/dsh/profile.go
ported	packages/skill/skill	8	52d58f20f6966de951b1ab7b46e9050d26e0fe8f4f03422f5ddcc0e6be72688e	internal/harness/capabilities.go,internal/harness/tools.go
ported	packages/skill/skill-badge	10	bf604895d2338af41b96b70b60a61c2fe730ac7ecd5f27783b98ad88c0fad2eb	assets.go,internal/harness/capabilities.go
ported	packages/skill/skill-filesystem	9	8b28673fb5cb36843bd2ca6a5eee170395409fd7816a90d740d5a8ef5545ec4a	internal/harness/capabilities.go,internal/harness/tools.go
ported	packages/skill/tool-skill	8	30e223fe14cdfe72c3f8555f7e86b0d7051d3ead402e590cac8a50bf4deb1323	internal/harness/capabilities.go,internal/harness/tools.go
ported	packages/spill/spill	9	c748b6068e69e737855c17047365404e9109e61e02a864b848595468c2286ded	internal/harness/spill.go
ported	packages/spill/spill-local	11	0338dde30acf2f9af8a063162566872825d0c31e8b2c0454d6ac82acb063ec69	internal/harness/spill.go
ported	packages/spill/spill-policy	9	b2d2390d826c5b758136b6cd85906b753a6ce09d205cdf26349d461f0b0080d9	internal/harness/spill.go
ported	packages/storage/storage	12	58a749a95a62960cb111a6cf4e7892f930640416599449c265c3082220396e09	internal/harness/storage.go,internal/harness/storage_domain.go,internal/harness/storage_json.go,internal/harness/storage_sqlite.go
ported	packages/storage/storage-domain	14	fd5fc4a4eded2945ea6b6fe778391269e2a90384e3a8c25e432d1cdfc8f55541	internal/harness/storage.go,internal/harness/storage_domain.go,internal/harness/storage_json.go,internal/harness/storage_sqlite.go
ported	packages/storage/storage-json	12	9908ad9da6c81d11527390f40cc1cf0960bd5e2dcc8a2557256f36f6f72db21c	internal/harness/storage.go,internal/harness/storage_domain.go,internal/harness/storage_json.go,internal/harness/storage_sqlite.go
ported	packages/storage/storage-sqlite	11	01c9ba8c7c04168ab66064ec505d956d265496bf9b6bbe34c7983c374fc8a574	internal/harness/storage.go,internal/harness/storage_domain.go,internal/harness/storage_json.go,internal/harness/storage_sqlite.go
ported	packages/subagent/subagent	38	0c1e0fa03a8a2985ade5a5d597ebc851f659bffb35023dba8247953fec393940	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/subagent-acp	15	3da9ce9ea3873f773cd702eee6de26665587f1ce215b8e05002f64bedeedd470	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/subagent-claude-code	18	4fe8d750ea232f136f02a5d2863dfa49d97a40b54adde497bc735d39a2af0d9d	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/subagent-codex	19	e48b3440455004b64c4e809ca34b49ce068dac7ee05fbe393a87895d6366ee96	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/subagent-dsh-sdk	16	be06e45526d167076e1e54bd6914487d8055e37ca256b33742ca240db991b20a	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/subagent-fork-in-process	9	58c895a03656fbc715565aefbfecb25f1315a8f1508ec775736c1ecd41839d7e	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/subagent-in-process-driver	15	476adfda104b5791236736127bcf2beadf98bc5a2f08c24ec58afcb3a72f0fb7	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/subagent-spawn-in-process	10	449484906c426b9eff15948c5351d0f18c39ece74455390c539dc25d123db296	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/tool-subagent	19	6935fc7b5cc72d61cbf28ee2aa9d2a3d0d4b7a6ed4a234f1e0a3390a253c3c8d	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/tool-subagent-control	12	6a340ef0df0942fd1d58da1dacb4fb4562d1e83946fd52f38149d9f8c9f03297	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subagent/tool-subagent-report	8	48725293696fae7159bc94fd969cb6306ed2d1899725e0e35960a5bc49f5497c	internal/harness/subagents.go,internal/harness/subagent_tools.go,internal/harness/subagent_provider.go
ported	packages/subprocess/subprocess	9	65891f4f810a11042878e2dc67994aa8c4ae4e8f7978a42ea3e7aedc2f47302a	internal/harness/tools.go,internal/harness/process_unix.go,internal/harness/process_windows.go
ported	packages/subprocess/subprocess-local	20	0024df280ff0bdb0ce422c70ab8bd35b203026b7edfd83519fa6e3b7254439e3	internal/harness/tools.go,internal/harness/process_unix.go,internal/harness/process_windows.go
replaced	packages/subprocess/win32-process	18	269794f8653485c2d8be17ccca95a95991b0bbbef37f359f0683aabb17173138	internal/harness/process_windows.go,internal/harness/conpty_windows.go
ported	packages/terminal/terminal	9	b69e928d2af95850f2cd7407dec1b3a0b07c5d3b6114797b71fa63904a6ca40c	internal/harness/terminal.go,internal/harness/terminal_tools.go
ported	packages/terminal/terminal-bash	15	48a5ae6d0eeb6ae3cfaa2cbdcaffdf0fd80878e3be5be13e330eb0440f8e5d67	internal/harness/terminal.go,internal/harness/terminal_tools.go
ported	packages/terminal/tool-terminal	11	2ef28a3c98f2f6c047c794284d945ef6c222fb669b289e3b2c9b220362208b74	internal/harness/terminal.go,internal/harness/terminal_tools.go
support	packages/test-support/agent-loop-testkit	8	4bd441dfb27c182433db8113884614791720f3b1e541f978edca44152174f9b4	-
support	packages/test-support/client-runtime	22	b1b4c3732d1c6444d2a780a2dce7dc0a41ad77248957642fef7e6ae28f89504e	-
support	packages/test-support/llm-mock-server	13	9395eccea303a9c29123c7d6bafd71af608118e9722de7cbca8173ada2660647	-
support	packages/test-support/llm-replay	8	1c6f3e34aef21fead43d2541401013aedcb8fb9aab48811e2045192c5c01b50b	-
support	packages/test-support/loader-smoke	16	ec3d9c7f916f5d80191584db06b1abf10cc98763796cbfc0db2a5775c65d1c50	-
support	packages/test-support/session-snapshot	86	dedf38f250f31fe6192fb3afae9ab85862c528873743f0d07a43f4eee7465627	-
ported	packages/todo/tool-todo	14	e55dad507891d27b899699e5338a972647435b5d01e39def9fb8cd177b7497fe	internal/harness/model_tools.go
support	packages/typert/generator	54	9cf33a6839652dbd0bb6bae17b73da5f432cbcd26c83da4cdc57259d0d83adc9	-
ported	packages/typert/loader	8	13e8536b66c463eef9afa68dc5085dd280c7e3848ac186f75d59010b1688b3d1	internal/harness/remote.go,internal/harness/rpc.go
ported	packages/typert/protocol	10	348f0ea5e1944fdd17d84528ab56e6985bcfb4e9cc3e235345e747f002d6f26c	internal/harness/remote.go,internal/harness/rpc.go
ported	packages/typert/registry	12	f8ea3f37d0f854cebd3b111b3e83cc11766fd48215cc0a65d1072fd10bb02b86	internal/harness/remote.go,internal/harness/rpc.go
replaced	packages/util/atomic-write	9	20add5438ea0ae05fcab509948caa07cd3f5e8911502011670e6c56946224830	internal/harness/harness.go
replaced	packages/util/brand	7	d1356b5153be9523cc48cb20bca14ea6eda0571f10ded60bc24b3a6efef4e2fd	internal/harness/harness.go
replaced	packages/util/crypto	8	3c08070095aeaa04ef1de67dca29de5dab1c91f4862ee30ae41d6f494cde14c1	internal/harness/compat.go
replaced	packages/util/home-paths	8	faf1514ece507079713ddad09ac716386f08edc0329a305d3df4f7d55c408457	internal/harness/harness.go
replaced	packages/util/launch-environment	8	e50090ce1a6ce2eec875e0216dcd8025fbf4310167c5ea72ca94d1b9db6544de	internal/harness/harness.go
replaced	packages/util/native-command	11	f6cb5680a1f2d21542819c319ce3dfd7eb3515d17363bc0cb83f78bf33eed65f	internal/harness/harness.go
replaced	packages/util/output-retention	8	ecb13423600b46f1853f2e5b64802717ff53d5a1cfbf438e1b9ff64a3a803c18	internal/harness/harness.go
replaced	packages/util/timeout	8	741483f179459b6ddff7ae27cdf4e3c5e2463193993e8eafce0e2aaf1931a57a	internal/harness/harness.go
replaced	packages/util/workspace-path	8	d6d935a9c6b90980b5e3a496f2b86e6d54e7019589573efac00641f88904713b	internal/harness/domains.go,internal/harness/session_reference.go
ported	packages/web/tool-web	15	62e69645a1625e7252ecb511f8fe37b4637fe6c0e11dfa6feab83509f79924df	internal/harness/web.go,internal/harness/web_search_providers.go
ported	packages/web/web	9	376b92f5484e0294a96a1b6a0824cc8fde00419d3413e8b315b524c8544d0c65	internal/harness/web.go,internal/harness/web_search_providers.go
ported	packages/web/web-fetch-http	11	9881359de7af1c34d72b4fefa038c28da1ea8930c036d7469792610bc4bf4bd5	internal/harness/web.go,internal/harness/web_search_providers.go
ported	packages/web/web-search-deepseek	13	f7d76aa1ac25c4df513d6a36db299cf247dd67fb252062e04a5b1be67f26a71c	internal/harness/web.go,internal/harness/web_search_providers.go
ported	packages/web/web-search-exa	11	7acde4456941d641fbe66637cf71e32c4fab6dea88ea5658936c6e5fe4ccbfdd	internal/harness/web.go,internal/harness/web_search_providers.go
ported	packages/web/web-search-perplexity	11	d51a2c0f90bc61faa2bd268cad4de9812af6fdbec73850094345eecd46b53a4f	internal/harness/web.go,internal/harness/web_search_providers.go
support	packages/webhook/webhook	14	587af0a07ef39e4609b463aad43a464e42e33fdc5ea678c2c6ff62411ee33955	-
support	packages/webhook/webhook-github	15	bf73865162d1633dae37b0a141e036553fffece7e3fb555ad99f90204a6fb40b	-
ported	packages/workflow/tool-ralph	9	6be783dd6d80dd9b78b9c8901e81e8464e4c97a01c4bbe89dd9908bcde4f8daf	internal/harness/workflow.go
ported	packages/workflow/tool-workflow	10	038d9cae498d70f1c4e136c10bc9166a700a66c24cc273e7143addd980c85588	internal/harness/workflow.go
ported	packages/workflow/workflow	11	2d178ad870d1ca6465b47253c2cbf75f5b241149354a58fb8fce301be27e9aca	internal/harness/workflow.go
ported	packages/workflow/workflow-worker-thread	24	0f15bdf8e75f5c3197ce00f496c54cf5c4a560c01b01d0545c04193533dcebb0	internal/harness/workflow.go
ported	packages/workspace/workspace	13	f9bb528dafefe815629c299e9dc3665aed692ccf22d74a1ac7f899e56612e147	internal/harness/domains.go
support	python/sdk-runtime	9	e06a53af49c055d0dc91109d6242d6a3c755b77adfe0816dcdb575ab659b0ab7	-
replaced	vendor/cordis	14	656d06efd8a39e5fccf435becc7ae77b78417092ba80fbd6d1cce5b6e19dc2c5	internal/harness/harness.go
replaced	vendor/cosmokit	10	f881433b10edbe005f464a18cf305d79044748313f20a1b735604088ee931714	internal/harness/harness.go
replaced	vendor/group	5	985d892cbe3e5f4c82b192ed8adfc47cfeeda165104322bd927975ec8726ae81	internal/harness/harness.go
replaced	vendor/hmr	6	5be535815e5e1c794564cfa5f61ca40ef0782ee1227b4695ef8b1cda4c043688	internal/harness/harness.go
replaced	vendor/include	5	6831d557263faeb8531d2eb323f95ff8a5faf81e08e59fd20b57e68ac3c45bcd	internal/harness/harness.go
replaced	vendor/loader	12	068fed73b9d194ba2c7d4bc6c5af47e2bec2c1978076f7ee4aaf165c15670530	internal/harness/harness.go
replaced	vendor/logger-console	8	543006ce2c847ebe525a2e8c696e4759792e05ae864f65c1238f6b7305a9d138	internal/harness/harness.go
replaced	vendor/schemastery	6	3b7c45b11ae0d497d251518496442b49cc1938979a3a663b527c09d59781225a	internal/harness/harness.go
replaced	vendor/timer	5	e2dde312392df8b532197ab53a172a8dac3daefb7b0acccc14a42e1d737da46a	internal/harness/harness.go
frontend	website	-	-	-
